gender,course,academic_year,cgpa,ai_familiarity,ai_usage_frequency,it_proficiency,programming_languages,it_activities_count,it_projects_count,independent_troubleshooting,ai_helps_understanding,ai_improves_efficiency,ai_useful_brainstorming,ai_positive_impact,ai_increases_engagement,ai_over_reliance,ai_bypass_understanding,ai_reduces_confidence,ai_reduces_debugging_skills,ai_reduces_motivation
1.0,0.0301629091215968,0.018056602912049077,-0.11518055032610819,0.005845551962026114,0.09328429007204365,-0.10825494362026448,0.040307230302688166,0.004898839226072195,0.0715440237927461,-0.0863367878466213,0.0192988370740355,-0.0010416784406234324,0.09590453134943666,0.07748632982957111,0.038788124967747424,0.2481636930259703,0.23739241987634283,0.2888857116095643,0.2638278583009481,0.28711352951206887
0.0301629091215968,1.0,0.22605329027122914,0.2147777291193573,0.1415135411565649,0.19996084957971766,0.14930801121825293,0.43426050345483563,0.39345584931061367,0.2766126969386684,0.1792556690595083,0.18610796035141525,0.24503533471630343,0.18491277667801806,0.2572335864984723,0.188579820283007,0.09487899156313943,0.08305480231452368,0.11633830327661496,0.08616226556464507,0.1692923693249406
0.018056602912049077,0.22605329027122914,1.0,0.160800259757643,0.10616808568172717,0.1750558451471825,0.16965845105604593,0.20925647193212554,0.206838459680684,0.27753150813094896,0.05720107633288541,0.0791560416309782,0.08682685587076892,0.1105115188299883,0.16673288948269543,0.11685444051136185,0.10949691726648945,0.12463778164888457,0.11333239175953118,0.04936929487076914,0.19889194188892456
-0.11518055032610819,0.2147777291193573,0.160800259757643,1.0,0.36944435754631977,0.34536179635064396,0.37819943757414076,0.34923722703579624,0.10848888162516387,0.1695032689119349,0.39633880007443684,0.38355490160385575,0.34934697946451526,0.35747373151952405,0.4089167440929181,0.36752925711672935,0.16236561359857013,0.12007337766183034,0.09276716732866684,0.07638320161340742,0.14217870761041113
0.005845551962026114,0.1415135411565649,0.10616808568172717,0.36944435754631977,1.0,0.6955867174640942,0.5495870050862116,0.35186511328441383,-0.24682103269755357,0.22418690871274138,0.42714366598926923,0.6697253742551721,0.670525217185062,0.5354191612235818,0.569282651157727,0.5062339960556876,0.2628633372724526,0.24099088594244672,0.2032420945356071,0.2329151600373943,0.20141273458399933
0.09328429007204365,0.19996084957971766,0.1750558451471825,0.34536179635064396,0.6955867174640942,1.0,0.5358714544542189,0.2510644381634503,-0.2906317888501509,0.25245020035321847,0.4011251298543557,0.6498233088828004,0.6533576186679987,0.5889361882803124,0.6155776465294548,0.5605372893092242,0.333092240624945,0.2628785420869874,0.30245968716226385,0.29821828549317747,0.25801768479722736
-0.10825494362026448,0.14930801121825293,0.16965845105604593,0.37819943757414076,0.5495870050862116,0.5358714544542189,1.0,0.4030990258154059,-0.10409564875282581,0.28575407592675506,0.6272736933341799,0.4948308712647029,0.457259863905802,0.3833123487789031,0.46761245411751806,0.38020643386299025,0.12974397082704656,0.17468947167468832,0.08689232312651733,0.05224453123915621,0.10337675961547975
0.040307230302688166,0.43426050345483563,0.20925647193212554,0.34923722703579624,0.35186511328441383,0.2510644381634503,0.4030990258154059,1.0,0.3129709098438225,0.3439529169371861,0.36647094062450863,0.33670500845490464,0.31265684347194095,0.2895583317821255,0.3603097329878849,0.326398668078215,0.1371639058911909,0.12401665241960169,0.0671753663542532,0.06996768698428768,0.14217170318826888
0.004898839226072195,0.39345584931061367,0.206838459680684,0.10848888162516387,-0.24682103269755357,-0.2906317888501509,-0.10409564875282581,0.3129709098438225,1.0,0.05242225613679953,0.031198653301491814,-0.12225062892052639,-0.08014285380833022,-0.04194379439254327,0.031341847623343376,-0.034358137602988365,-0.015384728084988919,0.06461687006246708,-0.024282711394903043,-0.05957003546383383,0.09164262686748824
0.0715440237927461,0.2766126969386684,0.27753150813094896,0.1695032689119349,0.22418690871274138,0.25245020035321847,0.28575407592675506,0.3439529169371861,0.05242225613679953,1.0,0.2789254872003043,0.2774751852429928,0.2637291485092571,0.2396114804667086,0.2478645936869045,0.2259198224267232,0.07858216307117397,0.08284449992016818,0.0440340949678773,0.02004453842686485,0.030464010233252497
-0.0863367878466213,0.1792556690595083,0.05720107633288541,0.39633880007443684,0.42714366598926923,0.4011251298543557,0.6272736933341799,0.36647094062450863,0.031198653301491814,0.2789254872003043,1.0,0.6063836653789586,0.4805816080099711,0.5147585175937072,0.5744852051328488,0.6027221677718926,0.23827509722962906,0.21449005055199716,0.21242779057317498,0.22480824234499477,0.16132771364086404
0.0192988370740355,0.18610796035141525,0.0791560416309782,0.38355490160385575,0.6697253742551721,0.6498233088828004,0.4948308712647029,0.33670500845490464,-0.12225062892052639,0.2774751852429928,0.6063836653789586,1.0,0.8558859498180739,0.7885073876959977,0.70272633698849,0.6828800035507263,0.3502059263524401,0.3257836786727567,0.25294147959830937,0.314585520871781,0.2683444184539674
-0.0010416784406234324,0.24503533471630343,0.08682685587076892,0.34934697946451526,0.670525217185062,0.6533576186679987,0.457259863905802,0.31265684347194095,-0.08014285380833022,0.2637291485092571,0.4805816080099711,0.8558859498180739,1.0,0.7601433327426262,0.716051289584406,0.71094042063481,0.42392418009471877,0.3717956979487243,0.27161497521772865,0.32552502613427997,0.2798321886950922
0.09590453134943666,0.18491277667801806,0.1105115188299883,0.35747373151952405,0.5354191612235818,0.5889361882803124,0.3833123487789031,0.2895583317821255,-0.04194379439254327,0.2396114804667086,0.5147585175937072,0.7885073876959977,0.7601433327426262,1.0,0.7427109869700267,0.6793654115845987,0.4316521275581778,0.33693415377656094,0.3495290134691185,0.3301082790717118,0.3085322498716642
0.07748632982957111,0.2572335864984723,0.16673288948269543,0.4089167440929181,0.569282651157727,0.6155776465294548,0.46761245411751806,0.3603097329878849,0.031341847623343376,0.2478645936869045,0.5744852051328488,0.70272633698849,0.716051289584406,0.7427109869700267,1.0,0.6993369915602121,0.44203643233478873,0.369709972128674,0.34362443233613027,0.3620981276704554,0.31844036497081957
0.038788124967747424,0.188579820283007,0.11685444051136185,0.36752925711672935,0.5062339960556876,0.5605372893092242,0.38020643386299025,0.326398668078215,-0.034358137602988365,0.2259198224267232,0.6027221677718926,0.6828800035507263,0.71094042063481,0.6793654115845987,0.6993369915602121,1.0,0.43943840578020027,0.38174828827421065,0.38458042614112437,0.43705338513169567,0.3539205275277019
0.2481636930259703,0.09487899156313943,0.10949691726648945,0.16236561359857013,0.2628633372724526,0.333092240624945,0.12974397082704656,0.1371639058911909,-0.015384728084988919,0.07858216307117397,0.23827509722962906,0.3502059263524401,0.42392418009471877,0.4316521275581778,0.44203643233478873,0.43943840578020027,1.0,0.807891998332681,0.7191468323469382,0.7721621302231273,0.7098505050166616
0.23739241987634283,0.08305480231452368,0.12463778164888457,0.12007337766183034,0.24099088594244672,0.2628785420869874,0.17468947167468832,0.12401665241960169,0.06461687006246708,0.08284449992016818,0.21449005055199716,0.3257836786727567,0.3717956979487243,0.33693415377656094,0.369709972128674,0.38174828827421065,0.807891998332681,1.0,0.7615209391893688,0.7776127365536664,0.7872399065530108
0.2888857116095643,0.11633830327661496,0.11333239175953118,0.09276716732866684,0.2032420945356071,0.30245968716226385,0.08689232312651733,0.0671753663542532,-0.024282711394903043,0.0440340949678773,0.21242779057317498,0.25294147959830937,0.27161497521772865,0.3495290134691185,0.34362443233613027,0.38458042614112437,0.7191468323469382,0.7615209391893688,1.0,0.8401328225189169,0.7601323446844371
0.2638278583009481,0.08616226556464507,0.04936929487076914,0.07638320161340742,0.2329151600373943,0.29821828549317747,0.05224453123915621,0.06996768698428768,-0.05957003546383383,0.02004453842686485,0.22480824234499477,0.314585520871781,0.32552502613427997,0.3301082790717118,0.3620981276704554,0.43705338513169567,0.7721621302231273,0.7776127365536664,0.8401328225189169,1.0,0.7839929277964499
0.28711352951206887,0.1692923693249406,0.19889194188892456,0.14217870761041113,0.20141273458399933,0.25801768479722736,0.10337675961547975,0.14217170318826888,0.09164262686748824,0.030464010233252497,0.16132771364086404,0.2683444184539674,0.2798321886950922,0.3085322498716642,0.31844036497081957,0.3539205275277019,0.7098505050166616,0.7872399065530108,0.7601323446844371,0.7839929277964499,1.0
